Store_id;SKU_id;Date;Promo;Demand;Regular_Price;Promo_Price
1;1;06.03.2015;1;644;138.5;135.64
1;1;07.03.2015;1;308;138.5;135.64
1;1;08.03.2015;1;201;138.5;135.64
1;1;09.03.2015;;138;140.67;
1;1;10.03.2015;;198;140.67;
1;1;11.03.2015;;201;140.67;
1;1;12.03.2015;;264;140.67;
1;1;13.03.2015;;223;140.67;
1;1;14.03.2015;;188;140.67;
1;1;15.03.2015;;229;140.67;
1;1;16.03.2015;;145;140.67;
1;1;17.03.2015;1;961;140.67;127.49
1;1;18.03.2015;1;996;140.67;127.49
1;1;19.03.2015;1;986;140.67;127.49
1;1;20.03.2015;1;587;140.67;127.49
1;1;21.03.2015;1;289;140.67;127.49
1;1;22.03.2015;1;72;140.67;127.49
1;1;23.03.2015;1;478;140.67;127.49
1;1;24.03.2015;;226;140.67;
1;1;25.03.2015;;101;140.67;
1;1;26.03.2015;;371;131.97;
1;1;27.03.2015;;214;131.97;
1;1;28.03.2015;;132;131.97;
1;1;29.03.2015;;160;131.97;
1;1;30.03.2015;;148;131.97;
1;1;31.03.2015;;192;131.97;
1;1;01.04.2015;;75;133.33;
1;1;02.04.2015;;107;133.33;
1;1;03.04.2015;;129;133.33;
1;1;04.04.2015;;97;133.33;
1;1;05.04.2015;;85;133.33;
1;1;06.04.2015;;126;133.33;
1;1;07.04.2015;1;1329;133.33;119.33
1;1;08.04.2015;1;996;133.33;119.33
1;1;09.04.2015;1;1100;133.33;119.33
1;1;10.04.2015;1;157;133.33;119.33
1;1;11.04.2015;1;572;133.33;119.33
1;1;12.04.2015;1;550;133.33;119.33
1;1;13.04.2015;1;537;133.33;119.33
1;1;14.04.2015;;138;130.34;
1;1;15.04.2015;;138;130.34;
1;1;16.04.2015;;138;130.34;
1;1;17.04.2015;;138;138.5;
1;1;18.04.2015;;138;138.5;
1;1;19.04.2015;;138;138.5;
1;1;20.04.2015;;138;138.5;
1;1;21.04.2015;;138;138.5;
1;1;22.04.2015;;138;128.98;
1;1;23.04.2015;;138;128.98;
1;1;24.04.2015;;138;128.98;
1;1;25.04.2015;;138;128.98;
1;1;26.04.2015;;138;128.98;
1;1;27.04.2015;;138;128.98;
1;1;28.04.2015;;192;128.98;
1;1;29.04.2015;;91;131.7;
1;1;30.04.2015;;69;131.7;
1;1;01.05.2015;;82;131.7;
1;1;02.05.2015;;69;131.7;
1;1;03.05.2015;;72;131.7;
1;1;04.05.2015;;63;131.7;
1;1;05.05.2015;;145;131.7;
1;1;06.05.2015;;79;131.7;
1;1;07.05.2015;;129;131.7;
1;1;08.05.2015;;66;131.7;
1;1;09.05.2015;;44;131.7;
1;1;10.05.2015;;69;131.7;
1;1;11.05.2015;;101;131.7;
1;1;12.05.2015;;79;131.7;
1;1;13.05.2015;;101;131.7;
1;1;14.05.2015;;101;131.7;
1;1;15.05.2015;;104;131.7;
1;1;16.05.2015;;104;131.7;
1;1;17.05.2015;;66;131.7;
1;1;18.05.2015;;104;131.7;
1;1;19.05.2015;1;584;131.7;119.33
1;1;20.05.2015;1;584;131.7;119.33
1;1;21.05.2015;1;402;131.7;119.33
1;1;22.05.2015;1;449;131.7;119.33
1;1;23.05.2015;1;251;131.7;119.33
1;1;24.05.2015;1;440;131.7;119.33
1;1;25.05.2015;1;383;131.7;119.33
1;1;26.05.2015;;97;131.7;
1;1;27.05.2015;;107;129.25;
1;1;28.05.2015;;75;129.25;
1;1;29.05.2015;;167;129.25;
1;1;30.05.2015;;79;129.25;
1;1;31.05.2015;;116;129.25;
1;1;01.06.2015;;195;129.25;
1;1;02.06.2015;;151;129.25;
1;1;03.06.2015;;113;129.25;
1;1;04.06.2015;;119;129.25;
1;1;05.06.2015;;88;129.25;
1;1;06.06.2015;;94;131.7;
1;1;07.06.2015;;50;131.7;
1;1;08.06.2015;;63;131.7;
1;1;09.06.2015;1;377;131.7;119.33
1;1;10.06.2015;1;462;131.7;119.33
1;1;11.06.2015;1;757;131.7;119.33
1;1;12.06.2015;1;383;131.7;119.33
1;1;13.06.2015;1;295;131.7;119.33
1;1;14.06.2015;1;185;131.7;119.33
1;1;15.06.2015;1;349;131.7;119.33
1;1;16.06.2015;;104;131.7;
1;1;17.06.2015;;104;131.7;
1;1;18.06.2015;;97;128.17;
1;1;19.06.2015;;151;128.17;
1;1;20.06.2015;;91;128.17;
1;1;21.06.2015;;79;128.17;
1;1;22.06.2015;;138;128.17;
1;1;23.06.2015;;198;128.17;
1;1;24.06.2015;;145;128.17;
1;1;25.06.2015;;141;128.17;
1;1;26.06.2015;;126;128.17;
1;1;27.06.2015;;91;128.17;
1;1;28.06.2015;;107;130.34;
1;1;29.06.2015;;101;130.34;
1;1;30.06.2015;1;500;130.34;119.33
1;1;01.07.2015;1;481;130.34;119.33
1;1;02.07.2015;1;493;130.34;119.33
1;1;03.07.2015;1;258;130.34;119.33
1;1;04.07.2015;1;308;130.34;119.33
1;1;05.07.2015;1;236;130.34;119.33
1;1;06.07.2015;1;295;130.34;119.33
1;1;07.07.2015;;85;130.34;
1;1;08.07.2015;;75;130.34;
1;1;09.07.2015;;141;121.64;
1;1;10.07.2015;;188;121.64;
1;1;11.07.2015;;154;123.55;
1;1;12.07.2015;;91;123.55;
1;1;13.07.2015;;126;123.55;
1;1;14.07.2015;;223;123.55;
1;1;15.07.2015;;173;125.45;
1;1;16.07.2015;;270;125.45;
1;1;17.07.2015;;167;125.45;
1;1;18.07.2015;;113;127.62;
1;1;19.07.2015;;148;127.62;
1;1;20.07.2015;;298;127.62;
1;1;21.07.2015;;248;127.62;
1;1;22.07.2015;;295;127.62;
1;1;23.07.2015;;305;127.62;
1;1;24.07.2015;;248;127.62;
1;1;25.07.2015;;154;127.62;
1;1;26.07.2015;;242;130.07;
1;1;27.07.2015;;223;130.07;
1;1;28.07.2015;1;254;130.07;124.77
1;1;29.07.2015;1;223;130.07;124.77
1;1;30.07.2015;1;302;130.07;124.77
1;1;31.07.2015;1;650;130.07;124.77
1;1;01.08.2015;1;383;130.07;124.77
1;1;02.08.2015;1;276;130.07;124.77
1;1;03.08.2015;1;531;130.07;124.77
1;1;04.08.2015;;201;138.5;
1;1;05.08.2015;;157;138.5;
1;1;06.08.2015;;113;138.5;
1;1;07.08.2015;;101;138.5;
1;1;08.08.2015;;126;141.21;
1;1;09.08.2015;;85;141.21;
1;1;10.08.2015;;176;141.21;
1;1;11.08.2015;;123;141.21;
1;1;12.08.2015;;182;142.85;
1;1;13.08.2015;;126;142.85;
1;1;14.08.2015;;210;142.85;
1;1;15.08.2015;;126;142.85;
1;1;16.08.2015;;97;142.85;
1;1;17.08.2015;;198;142.85;
1;1;18.08.2015;;94;142.85;
1;1;19.08.2015;;104;142.85;
1;1;20.08.2015;;145;142.85;
1;1;21.08.2015;;220;142.85;
1;1;22.08.2015;;141;142.85;
1;1;23.08.2015;;188;142.85;
1;1;24.08.2015;;217;142.85;
1;1;25.08.2015;;185;142.85;
1;1;26.08.2015;;145;142.85;
1;1;27.08.2015;;192;137.68;
1;1;28.08.2015;;214;137.68;
1;1;29.08.2015;;167;137.68;
1;1;30.08.2015;;210;137.68;
1;1;31.08.2015;;220;137.68;
1;1;01.09.2015;;138;137.68;
1;1;02.09.2015;;192;135.78;
1;1;03.09.2015;;468;135.78;
1;1;04.09.2015;;355;135.78;
1;1;05.09.2015;;176;133.6;
1;1;06.09.2015;;173;133.6;
1;1;07.09.2015;;374;133.6;
1;1;08.09.2015;;232;133.6;
1;1;09.09.2015;;264;135.51;
1;1;10.09.2015;;185;135.51;
1;1;11.09.2015;;320;135.51;
1;1;12.09.2015;;195;135.51;
1;1;13.09.2015;;261;135.51;
1;1;14.09.2015;;298;135.51;
1;1;15.09.2015;;204;135.51;
1;1;16.09.2015;;232;138.5;
1;1;17.09.2015;;151;138.5;
1;1;18.09.2015;;207;138.5;
1;1;19.09.2015;;151;138.5;
1;1;20.09.2015;;116;138.5;
1;1;21.09.2015;;151;138.5;
1;1;22.09.2015;;123;138.5;
1;1;23.09.2015;;113;141.21;
1;1;24.09.2015;;75;141.21;
1;1;25.09.2015;;110;141.21;
1;1;26.09.2015;;97;141.21;
1;1;27.09.2015;;123;141.21;
1;1;28.09.2015;;113;141.21;
1;1;29.09.2015;;154;141.21;
1;1;30.09.2015;;160;141.21;
1;1;01.10.2015;;132;141.21;
1;1;02.10.2015;;126;141.21;
1;1;03.10.2015;;82;141.21;
1;1;04.10.2015;;107;141.21;
1;1;05.10.2015;;176;141.21;
1;1;06.10.2015;1;295;141.21;132.92
1;1;07.10.2015;1;358;141.21;130.21
1;1;08.10.2015;1;430;141.11;130.21
1;1;09.10.2015;1;468;141.21;130.21
1;1;10.10.2015;1;355;141.21;130.21
1;1;11.10.2015;1;462;141.21;130.21
1;1;12.10.2015;1;437;141.21;130.21
1;1;13.10.2015;;210;141.21;
1;1;14.10.2015;;132;141.21;
1;1;15.10.2015;;145;142.57;
1;1;16.10.2015;;94;142.57;
1;1;17.10.2015;;53;142.57;
1;1;18.10.2015;;145;142.57;
1;1;19.10.2015;;141;142.57;
1;1;20.10.2015;;57;142.57;
1;1;21.10.2015;;487;130.34;
1;1;22.10.2015;;374;130.34;
1;1;23.10.2015;;528;130.34;
1;1;24.10.2015;;283;130.34;
1;1;25.10.2015;;512;130.34;
1;1;26.10.2015;;506;130.34;
1;1;27.10.2015;1;1524;130.34;122.32
1;1;28.10.2015;1;1153;130.34;122.32
1;1;29.10.2015;1;873;130.34;122.32
1;1;30.10.2015;1;509;130.34;122.32
1;1;31.10.2015;1;471;130.34;122.32
1;1;01.11.2015;1;327;130.34;122.32
1;1;02.11.2015;1;377;130.34;122.32
1;1;03.11.2015;;154;130.34;
1;1;04.11.2015;;116;134.69;
1;1;05.11.2015;;116;134.69;
1;1;06.11.2015;;160;134.69;
1;1;07.11.2015;;113;134.69;
1;1;08.11.2015;;66;134.69;
1;1;09.11.2015;;123;134.69;
1;1;10.11.2015;;157;134.69;
1;1;11.11.2015;;229;130.34;
1;1;12.11.2015;;160;130.34;
1;1;13.11.2015;;204;130.34;
1;1;14.11.2015;;107;130.34;
1;1;15.11.2015;;292;130.34;
1;1;16.11.2015;;204;130.34;
1;1;17.11.2015;;229;130.34;
1;1;18.11.2015;;176;130.34;
1;1;19.11.2015;;192;130.34;
1;1;20.11.2015;;210;130.34;
1;1;21.11.2015;;185;130.34;
1;1;22.11.2015;;94;130.34;
1;1;23.11.2015;;170;130.34;
1;1;24.11.2015;1;2526;130.34;116.61
1;1;25.11.2015;1;2972;130.34;116.61
1;1;26.11.2015;1;889;130.34;116.61
1;1;27.11.2015;1;858;130.34;116.61
1;1;28.11.2015;1;1260;130.34;116.61
1;1;29.11.2015;1;2036;130.34;116.61
1;1;30.11.2015;1;3198;130.34;116.61
1;1;01.12.2015;;239;130.34;
1;1;02.12.2015;;132;130.34;
1;1;03.12.2015;;135;130.34;
1;1;04.12.2015;;126;130.34;
1;1;05.12.2015;1;930;130.34;116.61
1;1;06.12.2015;1;949;130.34;116.61
1;1;07.12.2015;1;1492;130.34;116.61
1;1;08.12.2015;;182;130.34;
1;1;09.12.2015;;107;130.34;
1;1;10.12.2015;;176;130.34;
1;1;11.12.2015;;119;130.34;
1;1;12.12.2015;;79;130.34;
1;1;13.12.2015;;50;130.34;
1;1;14.12.2015;;28;130.34;
1;1;15.12.2015;;116;130.34;
1;1;16.12.2015;;25;130.34;
1;1;17.12.2015;;119;130.34;
1;1;18.12.2015;;97;130.34;
1;1;19.12.2015;;113;130.34;
1;1;20.12.2015;;302;130.34;
1;1;21.12.2015;;239;130.34;
1;1;22.12.2015;;154;130.34;
1;1;23.12.2015;;101;130.34;
1;1;24.12.2015;;176;126.54;
1;1;25.12.2015;;154;126.54;
1;1;26.12.2015;;163;126.54;
1;1;27.12.2015;;101;126.54;
1;1;28.12.2015;;141;126.54;
1;1;29.12.2015;;173;126.54;
1;1;30.12.2015;;148;126.54;
1;1;31.12.2015;;82;126.54;
1;1;01.01.2016;;19;126.54;
1;1;02.01.2016;;82;126.54;
1;1;03.01.2016;;75;126.54;
1;1;04.01.2016;;104;126.54;
1;1;05.01.2016;;151;126.54;
1;1;06.01.2016;;154;126.54;
1;1;07.01.2016;;110;126.54;
1;1;08.01.2016;;119;126.54;
1;1;09.01.2016;;154;126.54;
1;1;10.01.2016;;157;126.54;
1;1;11.01.2016;;192;126.54;
1;1;12.01.2016;;182;126.54;
1;1;13.01.2016;;295;126.54;
1;1;14.01.2016;;248;126.54;
1;1;15.01.2016;;390;126.54;
1;1;16.01.2016;;380;126.54;
1;1;17.01.2016;;386;126.54;
1;1;18.01.2016;;390;126.54;
1;1;19.01.2016;;314;126.54;
1;1;20.01.2016;;245;126.54;
1;1;21.01.2016;;330;127.9;
1;1;22.01.2016;;273;127.9;
1;1;23.01.2016;;239;127.9;
1;1;24.01.2016;;261;127.9;
1;1;25.01.2016;;349;127.9;
1;1;26.01.2016;;320;127.9;
1;1;27.01.2016;;214;127.9;
1;1;28.01.2016;;214;127.9;
1;1;29.01.2016;;267;127.9;
1;1;30.01.2016;;280;127.9;
1;1;31.01.2016;;141;127.9;
1;1;01.02.2016;;261;130.34;
1;1;02.02.2016;;283;130.34;
1;1;03.02.2016;;280;130.34;
1;1;04.02.2016;;154;133.06;
1;1;05.02.2016;;302;133.06;
1;1;06.02.2016;;204;133.06;
1;1;07.02.2016;;107;141.76;
1;1;08.02.2016;;101;141.76;
1;1;09.02.2016;1;295;141.76;130.75
1;1;10.02.2016;1;314;141.76;130.75
1;1;11.02.2016;1;562;141.76;130.75
1;1;12.02.2016;1;380;141.76;130.75
1;1;13.02.2016;1;311;141.76;130.75
1;1;14.02.2016;1;198;141.76;130.75
1;1;15.02.2016;1;644;141.76;130.75
1;1;16.02.2016;1;408;141.76;130.75
1;1;17.02.2016;1;258;141.76;130.75
1;1;18.02.2016;;91;141.76;
1;1;19.02.2016;;204;141.76;
1;1;20.02.2016;;88;141.76;
1;1;21.02.2016;;72;141.76;
1;1;22.02.2016;;123;141.76;
1;1;23.02.2016;;72;141.76;
1;1;24.02.2016;;170;141.76;
1;1;25.02.2016;;94;141.76;
1;1;26.02.2016;;182;141.76;
1;1;27.02.2016;;141;141.76;
1;1;28.02.2016;;104;141.76;
1;1;29.02.2016;;104;141.76;
1;1;01.03.2016;;132;141.76;
1;1;02.03.2016;;110;141.76;
1;1;03.03.2016;;94;141.76;
1;1;04.03.2016;;113;141.76;
1;1;05.03.2016;;135;141.21;
1;1;06.03.2016;;154;141.21;
1;1;07.03.2016;;88;141.21;
1;1;08.03.2016;1;176;141.21;132.92
1;1;09.03.2016;1;170;141.21;132.92
1;1;10.03.2016;1;531;141.21;132.92
1;1;11.03.2016;1;352;141.21;132.92
1;1;12.03.2016;1;355;141.21;132.92
1;1;13.03.2016;1;276;141.21;132.92
1;1;14.03.2016;1;462;141.21;132.92
1;1;15.03.2016;1;578;141.21;130.21
1;1;16.03.2016;1;836;141.21;130.21
1;1;17.03.2016;1;528;141.21;130.21
1;1;18.03.2016;1;647;141.21;130.21
1;1;19.03.2016;1;631;141.21;130.21
1;1;20.03.2016;1;251;141.21;130.21
1;1;21.03.2016;;242;141.21;
1;1;22.03.2016;;258;141.21;
1;1;23.03.2016;;126;141.21;
1;1;24.03.2016;;110;141.21;
1;1;25.03.2016;;251;141.21;
1;1;26.03.2016;;123;141.21;
1;1;27.03.2016;;119;141.21;
1;1;28.03.2016;;101;141.21;
1;1;29.03.2016;;195;141.21;
1;1;30.03.2016;;151;141.21;
1;1;31.03.2016;;141;141.21;
1;1;01.04.2016;;226;141.21;
1;1;02.04.2016;;72;141.21;
1;1;03.04.2016;;129;141.21;
1;1;04.04.2016;;173;141.21;
1;1;05.04.2016;;113;141.21;
1;1;06.04.2016;;167;141.21;
1;1;07.04.2016;;119;141.21;
1;1;08.04.2016;;101;141.21;
1;1;09.04.2016;;94;141.21;
1;1;10.04.2016;;82;141.21;
1;1;11.04.2016;;157;141.21;
1;1;12.04.2016;;119;141.21;
1;1;13.04.2016;;85;141.21;
1;1;14.04.2016;;220;135.78;
1;1;15.04.2016;;167;135.78;
1;1;16.04.2016;;251;135.78;
1;1;17.04.2016;;167;135.78;
1;1;18.04.2016;;195;135.78;
1;1;19.04.2016;1;1200;135.78;122.32
1;1;20.04.2016;1;1275;135.78;122.32
1;1;21.04.2016;1;964;135.78;122.32
1;1;22.04.2016;1;776;135.78;122.32
1;1;23.04.2016;1;515;135.78;122.32
1;1;24.04.2016;1;364;135.78;122.32
1;1;25.04.2016;1;484;135.78;122.32
1;1;26.04.2016;;107;135.78;
1;1;27.04.2016;;75;135.78;
1;1;28.04.2016;;148;135.78;
1;1;29.04.2016;;207;131.16;
1;1;30.04.2016;;188;131.16;
1;1;01.05.2016;;151;131.16;
1;1;02.05.2016;;47;131.16;
1;1;03.05.2016;;63;131.16;
1;1;04.05.2016;;82;131.16;
1;1;05.05.2016;;72;131.16;
1;1;06.05.2016;;94;131.16;
1;1;07.05.2016;;57;131.16;
1;1;08.05.2016;;25;131.16;
1;1;09.05.2016;;38;131.16;
1;1;10.05.2016;;97;131.16;
1;1;11.05.2016;;138;131.16;
1;1;12.05.2016;;79;131.16;
1;1;13.05.2016;;116;128.98;
1;1;14.05.2016;;154;128.98;
1;1;15.05.2016;;101;128.98;
1;1;16.05.2016;;173;128.98;
1;1;17.05.2016;1;713;128.98;119.6
1;1;18.05.2016;1;814;128.98;119.6
1;1;19.05.2016;1;672;128.98;119.6
1;1;20.05.2016;1;603;128.98;119.6
1;1;21.05.2016;1;311;128.98;119.6
1;1;22.05.2016;1;393;128.98;119.6
2;1;01.01.2015;;22;171.93;
2;1;02.01.2015;;72;171.93;
2;1;03.01.2015;;85;171.93;
2;1;04.01.2015;;85;171.93;
2;1;05.01.2015;;85;171.93;
2;1;06.01.2015;;141;171.93;
2;1;07.01.2015;;47;171.93;
2;1;08.01.2015;;138;171.93;
2;1;09.01.2015;;135;171.93;
2;1;10.01.2015;;101;171.93;
2;1;11.01.2015;;104;171.93;
2;1;12.01.2015;;97;171.93;
2;1;13.01.2015;;91;171.93;
2;1;14.01.2015;;79;176.82;
2;1;15.01.2015;;85;176.82;
2;1;16.01.2015;;119;176.82;
2;1;17.01.2015;;135;176.82;
2;1;18.01.2015;;170;176.82;
2;1;19.01.2015;;119;176.82;
2;1;20.01.2015;;217;176.82;
2;1;21.01.2015;;113;176.82;
2;1;22.01.2015;;138;176.82;
2;1;23.01.2015;;91;168.4;
2;1;24.01.2015;;148;168.4;
2;1;25.01.2015;;148;168.4;
2;1;26.01.2015;;104;168.4;
2;1;27.01.2015;;132;168.4;
2;1;28.01.2015;;289;154.26;
2;1;29.01.2015;;261;154.26;
2;1;30.01.2015;;210;154.26;
2;1;31.01.2015;;236;154.26;
2;1;01.02.2015;;245;154.26;
2;1;02.02.2015;;110;154.26;
2;1;03.02.2015;;210;154.26;
2;1;04.02.2015;;261;154.26;
2;1;05.02.2015;;248;154.26;
2;1;06.02.2015;;207;154.26;
2;1;07.02.2015;;254;154.26;
2;1;08.02.2015;;270;154.26;
2;1;09.02.2015;;214;154.26;
2;1;10.02.2015;;305;154.26;
2;1;11.02.2015;;295;154.26;
2;1;12.02.2015;;254;154.26;
2;1;13.02.2015;;223;156.98;
2;1;14.02.2015;;229;156.98;
2;1;15.02.2015;;267;156.98;
2;1;16.02.2015;;173;156.98;
2;1;17.02.2015;1;1178;156.98;143.8
2;1;18.02.2015;1;952;156.98;135.64
2;1;19.02.2015;1;1627;156.98;135.64
2;1;20.02.2015;1;1505;156.98;135.64
2;1;21.02.2015;1;1740;156.98;135.64
2;1;22.02.2015;1;1385;156.98;135.64
2;1;23.02.2015;1;594;156.98;135.64
2;1;24.02.2015;;185;156.98;
2;1;25.02.2015;;119;156.98;
2;1;26.02.2015;;236;156.98;
2;1;27.02.2015;;220;151.27;
2;1;28.02.2015;;562;151.27;
2;1;01.03.2015;;597;151.27;
2;1;02.03.2015;;364;151.27;
2;1;03.03.2015;1;578;151.27;138.36
2;1;04.03.2015;1;452;151.27;135.64
2;1;05.03.2015;1;924;145.56;135.64
2;1;06.03.2015;1;547;145.56;135.64
2;1;07.03.2015;1;745;145.56;135.64
2;1;08.03.2015;1;408;145.56;135.64
2;1;09.03.2015;;195;147.74;
2;1;10.03.2015;;214;147.74;
2;1;11.03.2015;;198;147.74;
2;1;12.03.2015;;239;147.74;
2;1;13.03.2015;;248;147.74;
2;1;14.03.2015;;254;147.74;
2;1;15.03.2015;;305;147.74;
2;1;16.03.2015;;204;147.74;
2;1;17.03.2015;1;2256;147.74;127.49
2;1;18.03.2015;1;2287;147.74;127.49
2;1;19.03.2015;1;2699;147.74;127.49
2;1;20.03.2015;1;1455;147.74;127.49
2;1;21.03.2015;1;2007;147.74;127.49
2;1;22.03.2015;1;1624;147.74;127.49
2;1;23.03.2015;1;745;147.74;127.49
2;1;24.03.2015;;226;147.74;
2;1;25.03.2015;;173;147.74;
2;1;26.03.2015;;427;131.97;
2;1;27.03.2015;;286;131.97;
2;1;28.03.2015;;390;131.97;
2;1;29.03.2015;;446;131.97;
2;1;30.03.2015;;276;131.97;
2;1;31.03.2015;;308;131.97;
2;1;01.04.2015;;179;133.33;
2;1;02.04.2015;;295;133.33;
2;1;03.04.2015;;283;133.33;
2;1;04.04.2015;;374;133.33;
2;1;05.04.2015;;402;133.33;
2;1;06.04.2015;;327;133.33;
2;1;07.04.2015;1;1929;133.33;119.33
2;1;08.04.2015;1;1929;133.33;119.33
2;1;09.04.2015;1;2199;133.33;119.33
2;1;10.04.2015;1;1696;133.33;119.33
2;1;11.04.2015;1;1514;133.33;119.33
2;1;12.04.2015;1;374;133.33;119.33
2;1;13.04.2015;1;572;133.33;119.33
2;1;14.04.2015;;236;130.34;
2;1;15.04.2015;;207;130.34;
2;1;16.04.2015;;207;130.34;
2;1;17.04.2015;;163;138.5;
2;1;18.04.2015;;245;138.5;
2;1;19.04.2015;;239;138.5;
2;1;20.04.2015;;204;138.5;
2;1;21.04.2015;;173;138.5;
2;1;22.04.2015;;339;128.98;
2;1;23.04.2015;;317;128.98;
2;1;24.04.2015;;264;128.98;
2;1;25.04.2015;;352;128.98;
2;1;26.04.2015;;471;128.98;
2;1;27.04.2015;;302;128.98;
2;1;28.04.2015;;245;128.98;
2;1;29.04.2015;;210;131.7;
2;1;30.04.2015;;393;131.7;
2;1;01.05.2015;;383;131.7;
2;1;02.05.2015;;311;131.7;
2;1;03.05.2015;;295;131.7;
2;1;04.05.2015;;333;131.7;
2;1;05.05.2015;;320;131.7;
2;1;06.05.2015;;302;131.7;
2;1;07.05.2015;;298;131.7;
2;1;08.05.2015;;355;131.7;
2;1;09.05.2015;;192;131.7;
2;1;10.05.2015;;258;131.7;
2;1;11.05.2015;;242;131.7;
2;1;12.05.2015;;217;131.7;
2;1;13.05.2015;;232;131.7;
2;1;14.05.2015;;471;131.7;
2;1;15.05.2015;;386;131.7;
2;1;16.05.2015;;405;131.7;
2;1;17.05.2015;;525;131.7;
2;1;18.05.2015;;427;131.7;
2;1;19.05.2015;1;1706;131.7;119.33
2;1;20.05.2015;1;1571;131.7;119.33
2;1;21.05.2015;1;1775;131.7;119.33
2;1;22.05.2015;1;1539;131.7;119.33
2;1;23.05.2015;1;1316;131.7;119.33
2;1;24.05.2015;1;1612;131.7;119.33
2;1;25.05.2015;1;1109;131.7;119.33
2;1;26.05.2015;;245;131.7;
2;1;27.05.2015;;342;129.25;
2;1;28.05.2015;;229;129.25;
2;1;29.05.2015;;276;129.25;
2;1;30.05.2015;;229;129.25;
2;1;31.05.2015;;289;129.25;
2;1;01.06.2015;;236;129.25;
2;1;02.06.2015;;188;129.25;
2;1;03.06.2015;;386;129.25;
2;1;04.06.2015;;368;129.25;
2;1;05.06.2015;;308;129.25;
2;1;06.06.2015;;386;131.7;
2;1;07.06.2015;;434;131.7;
2;1;08.06.2015;;251;131.7;
2;1;09.06.2015;1;1068;131.7;119.33
2;1;10.06.2015;1;955;131.7;119.33
2;1;11.06.2015;1;1294;131.7;119.33
2;1;12.06.2015;1;964;131.7;119.33
2;1;13.06.2015;1;1043;131.7;119.33
2;1;14.06.2015;1;1197;131.7;119.33
2;1;15.06.2015;1;1156;131.7;119.33
2;1;16.06.2015;;276;131.7;
2;1;17.06.2015;;324;131.7;
2;1;18.06.2015;;317;128.17;
2;1;19.06.2015;;427;128.17;
2;1;20.06.2015;;324;128.17;
2;1;21.06.2015;;572;128.17;
2;1;22.06.2015;;374;128.17;
2;1;23.06.2015;;393;128.17;
2;1;24.06.2015;;358;128.17;
2;1;25.06.2015;;386;128.17;
2;1;26.06.2015;;437;128.17;
2;1;27.06.2015;;396;128.17;
2;1;28.06.2015;;1162;130.34;
2;1;29.06.2015;;462;130.34;
2;1;30.06.2015;1;1304;130.34;119.33
2;1;01.07.2015;1;1627;130.34;119.33
2;1;02.07.2015;1;2554;130.34;119.33
2;1;03.07.2015;1;2067;130.34;119.33
2;1;04.07.2015;1;1769;130.34;119.33
2;1;05.07.2015;1;518;130.34;119.33
2;1;06.07.2015;1;1392;130.34;119.33
2;1;07.07.2015;;308;130.34;
